A,0.0,0.0,-0.052653729915618896,-0.04050493240356445,-0.09375268220901489,-0.1157611608505249,-0.1090816855430603,-0.1890084147453308,-0.10989689826965332,-0.2494010329246521,-0.06570297479629517,-0.1826210618019104,-0.07872182130813599,-0.22895166277885437,-0.07172894477844238,-0.17252826690673828,-0.06279313564300537,-0.11995697021484375,-0.03763937950134277,-0.19076374173164368,-0.052073657512664795,-0.2346174418926239,-0.04608941078186035,-0.16300830245018005,-0.038554489612579346,-0.10669952630996704,-0.0076558589935302734,-0.19253063201904297,-0.024505019187927246,-0.23597267270088196,-0.022040128707885742,-0.1604176163673401,-0.016830146312713623,-0.10326367616653442,0.02420341968536377,-0.18615111708641052,0.004830539226531982,-0.22747597098350525,0.0009859204292297363,-0.17383909225463867,0.0038691163063049316,-0.129680335521698
A,0.0,0.0,-0.04667407274246216,-0.03957927227020264,-0.08336186408996582,-0.10910147428512573,-0.09613317251205444,-0.17323285341262817,-0.09835410118103027,-0.227802574634552,-0.05701416730880737,-0.16747912764549255,-0.06799924373626709,-0.20675909519195557,-0.06326502561569214,-0.15784329175949097,-0.05732369422912598,-0.11105567216873169,-0.032198429107666016,-0.1743166148662567,-0.045339763164520264,-0.21160614490509033,-0.04085451364517212,-0.14803999662399292,-0.03504568338394165,-0.0987013578414917,-0.005583047866821289,-0.17540141940116882,-0.021010220050811768,-0.21156153082847595,-0.01876509189605713,-0.14437243342399597,-0.014245212078094482,-0.09501796960830688,0.022829949855804443,-0.1697559356689453,0.00399094820022583,-0.20392537117004395,0.0011533498764038086,-0.15739372372627258,0.004058539867401123,-0.12086576223373413
A,0.0,0.0,-0.040449321269989014,-0.03390014171600342,-0.07199633121490479,-0.09621471166610718,-0.08363622426986694,-0.15237438678741455,-0.08593249320983887,-0.2004433572292328,-0.048989057540893555,-0.14877450466156006,-0.05883181095123291,-0.18040069937705994,-0.05275911092758179,-0.13459205627441406,-0.046112239360809326,-0.09361779689788818,-0.026812076568603516,-0.15233999490737915,-0.038375020027160645,-0.18263772130012512,-0.03357893228530884,-0.12489920854568481,-0.027659714221954346,-0.08154577016830444,-0.0037578940391540527,-0.15130960941314697,-0.016672909259796143,-0.18439510464668274,-0.015319228172302246,-0.12518414855003357,-0.011509537696838379,-0.08109062910079956,0.020468413829803467,-0.1447567641735077,0.005360305309295654,-0.17539885640144348,0.0022951364517211914,-0.13379225134849548,0.004096686840057373,-0.10049724578857422
A,0.0,0.0,-0.03721451759338379,-0.028238892555236816,-0.06626284122467041,-0.0853433609008789,-0.0769835114479065,-0.13773903250694275,-0.0789293646812439,-0.18298593163490295,-0.045674145221710205,-0.1339629590511322,-0.05472290515899658,-0.1642562747001648,-0.049008727073669434,-0.12197312712669373,-0.04278594255447388,-0.08439368009567261,-0.025081992149353027,-0.1382295787334442,-0.03594166040420532,-0.1668781042098999,-0.031349897384643555,-0.11234670877456665,-0.025910377502441406,-0.07292205095291138,-0.0032244324684143066,-0.13802555203437805,-0.015821516513824463,-0.16612717509269714,-0.014277935028076172,-0.10973483324050903,-0.0105210542678833,-0.07029670476913452,0.019804179668426514,-0.1330147385597229,0.005083799362182617,-0.15889105200767517,0.0024818778038024902,-0.1193254292011261,0.004677951335906982,-0.089877188205719
A,0.0,0.0,-0.03713357448577881,-0.028446614742279053,-0.06338727474212646,-0.08113539218902588,-0.07324862480163574,-0.13162276148796082,-0.07748425006866455,-0.1726987361907959,-0.044613659381866455,-0.124442458152771,-0.05269432067871094,-0.15667709708213806,-0.046996474266052246,-0.11859098076820374,-0.04081004858016968,-0.08432430028915405,-0.02572619915008545,-0.1282828450202942,-0.03460097312927246,-0.15875974297523499,-0.030378639698028564,-0.10947102308273315,-0.02516770362854004,-0.07279980182647705,-0.006003618240356445,-0.1277860701084137,-0.01599442958831787,-0.1567191183567047,-0.014661848545074463,-0.10578411817550659,-0.010952174663543701,-0.06928038597106934,0.01503688097000122,-0.12255769968032837,0.0036773085594177246,-0.15108957886695862,0.0013424158096313477,-0.117534339427948,0.003759622573852539,-0.09132856130599976
A,0.0,0.0,-0.03536564111709595,-0.026533663272857666,-0.059509336948394775,-0.07701617479324341,-0.0689699649810791,-0.12456923723220825,-0.07417404651641846,-0.16287079453468323,-0.04307711124420166,-0.11892193555831909,-0.05064970254898071,-0.14843398332595825,-0.04434746503829956,-0.11231976747512817,-0.03785198926925659,-0.08052390813827515,-0.025514602661132812,-0.12337073683738708,-0.03412991762161255,-0.1526038646697998,-0.02870255708694458,-0.10510170459747314,-0.022653162479400635,-0.07112956047058105,-0.0070882439613342285,-0.12360680103302002,-0.016418635845184326,-0.15076187252998352,-0.014266490936279297,-0.1018860936164856,-0.009936869144439697,-0.06772905588150024,0.012540161609649658,-0.11996284127235413,0.0014665722846984863,-0.14583241939544678,-0.0002754330635070801,-0.11332640051841736,0.002656280994415283,-0.08921533823013306
A,0.0,0.0,-0.033350586891174316,-0.023630201816558838,-0.056067824363708496,-0.06675565242767334,-0.06556612253189087,-0.11113801598548889,-0.06781256198883057,-0.1477828025817871,-0.04219537973403931,-0.10750913619995117,-0.04849201440811157,-0.135155588388443,-0.04036015272140503,-0.10368561744689941,-0.03279697895050049,-0.07528412342071533,-0.024714291095733643,-0.11222878098487854,-0.031368136405944824,-0.14047470688819885,-0.02490389347076416,-0.09615921974182129,-0.018658339977264404,-0.06375277042388916,-0.007193922996520996,-0.1120651364326477,-0.014150261878967285,-0.13868895173072815,-0.01143956184387207,-0.09268391132354736,-0.007173597812652588,-0.059677839279174805,0.011687040328979492,-0.10775065422058105,0.003350973129272461,-0.13367322087287903,0.0016216039657592773,-0.10370424389839172,0.003462851047515869,-0.08051949739456177
A,0.0,0.0,-0.03007221221923828,-0.02190929651260376,-0.050731003284454346,-0.06345796585083008,-0.05891263484954834,-0.1061759889125824,-0.061381518840789795,-0.14055350422859192,-0.03610968589782715,-0.10333219170570374,-0.04214632511138916,-0.13107061386108398,-0.036329686641693115,-0.10033360123634338,-0.030079126358032227,-0.07047653198242188,-0.019834578037261963,-0.10636118054389954,-0.02639949321746826,-0.13296839594841003,-0.02198892831802368,-0.09253811836242676,-0.016947567462921143,-0.060267865657806396,-0.0031255483627319336,-0.10532417893409729,-0.010597825050354004,-0.1307157278060913,-0.009478867053985596,-0.08892607688903809,-0.006311357021331787,-0.05635493993759155,0.014932096004486084,-0.10029840469360352,0.005758345127105713,-0.12286248803138733,0.0028467178344726562,-0.09554606676101685,0.003715813159942627,-0.07194864749908447
A,0.0,0.0,-0.029048144817352295,-0.021295130252838135,-0.048919677734375,-0.06201040744781494,-0.056878626346588135,-0.10291129350662231,-0.05940979719161987,-0.13590827584266663,-0.03506559133529663,-0.09774324297904968,-0.040802717208862305,-0.1252974569797516,-0.035751402378082275,-0.09570768475532532,-0.030370771884918213,-0.06823331117630005,-0.019425809383392334,-0.10056629776954651,-0.025571584701538086,-0.12618333101272583,-0.021660983562469482,-0.08671969175338745,-0.016640424728393555,-0.056152939796447754,-0.0034947991371154785,-0.09912106394767761,-0.010088562965393066,-0.12417429685592651,-0.009190857410430908,-0.08309304714202881,-0.005980432033538818,-0.05185222625732422,0.0136527419090271,-0.09370169043540955,0.0059171319007873535,-0.11663216352462769,0.0030668973922729492,-0.08948224782943726,0.0038521885871887207,-0.06643271446228027
A,0.0,0.0,-0.056124329566955566,-0.05964255332946777,-0.09499526023864746,-0.1507258415222168,-0.10276377201080322,-0.24074411392211914,-0.09171038866043091,-0.31168264150619507,-0.05593371391296387,-0.22468715906143188,-0.060725271701812744,-0.2734856605529785,-0.057136356830596924,-0.2093578577041626,-0.05415123701095581,-0.14411377906799316,-0.021227240562438965,-0.22658047080039978,-0.03058922290802002,-0.27575287222862244,-0.028635919094085693,-0.19134432077407837,-0.025737464427947998,-0.12146604061126709,0.014599323272705078,-0.21890807151794434,0.002576470375061035,-0.26843491196632385,-0.0011637210845947266,-0.1804206371307373,-0.0020040273666381836,-0.11004608869552612,0.05162543058395386,-0.19915622472763062,0.03611302375793457,-0.24979087710380554,0.025931835174560547,-0.190343976020813,0.021673917770385742,-0.13694429397583008
