label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.0,0.0,0.05218052864074707,-0.019501090049743652,0.08952465653419495,-0.07854336500167847,0.09250864386558533,-0.13985514640808105,0.09886199235916138,-0.18639793992042542,0.06512066721916199,-0.13217505812644958,0.07171696424484253,-0.1765570342540741,0.06564176082611084,-0.1392330825328827,0.061842530965805054,-0.09916907548904419,0.03477764129638672,-0.13287654519081116,0.043421387672424316,-0.1787528693675995,0.03873038291931152,-0.12584182620048523,0.03783175349235535,-0.0784832239151001,0.0070143043994903564,-0.1290418803691864,0.016697019338607788,-0.16005051136016846,0.013663560152053833,-0.10201117396354675,0.014283925294876099,-0.05997166037559509,-0.021766215562820435,-0.11976349353790283,-0.009767621755599976,-0.14476174116134644,-0.009538352489471436,-0.1008884608745575,-0.008186161518096924,-0.06765121221542358
A,0.0,0.0,0.12455970048904419,-0.0748593807220459,0.2107224464416504,-0.20344892144203186,0.23681235313415527,-0.32566991448402405,0.2234429121017456,-0.42056091129779816,0.12631964683532715,-0.30062928795814514,0.17420506477355957,-0.3895147740840912,0.17043542861938477,-0.2942748963832855,0.16441196203231812,-0.2108561098575592,0.04290115833282471,-0.3017478287220001,0.10562974214553833,-0.3486521542072296,0.10435354709625244,-0.24239376187324524,0.10127270221710205,-0.15842977166175842,-0.035458654165267944,-0.2932789623737335,0.035603880882263184,-0.29540854692459106,0.036102294921875,-0.19245100021362305,0.03212457895278931,-0.1174095869064331,-0.11142417788505554,-0.2787931561470032,-0.035787999629974365,-0.2720564305782318,-0.03268429636955261,-0.18607139587402344,-0.03738024830818176,-0.1290302872657776
A,0.0,0.0,0.07873880863189697,-0.057028234004974365,0.13446450233459473,-0.1443520188331604,0.1277371644973755,-0.22063186764717102,0.10747730731964111,-0.2853188216686249,0.06284201145172119,-0.21672183275222778,0.05771446228027344,-0.2733515202999115,0.06528091430664062,-0.2236701250076294,0.07529795169830322,-0.16908806562423706,0.007314801216125488,-0.2002182900905609,0.005501389503479004,-0.25778377056121826,0.019604980945587158,-0.19096505641937256,0.03582245111465454,-0.13219165802001953,-0.04432958364486694,-0.17469313740730286,-0.043631553649902344,-0.22755056619644165,-0.023900926113128662,-0.15778371691703796,-0.006723225116729736,-0.10436445474624634,-0.09422588348388672,-0.13907212018966675,-0.08714359998703003,-0.18674594163894653,-0.06629085540771484,-0.13396114110946655,-0.05171412229537964,-0.09061294794082642
A,0.0,0.0,0.08024746179580688,-0.04658326506614685,0.13431739807128906,-0.13118743896484375,0.1462782621383667,-0.20461159944534302,0.1436847448348999,-0.26964271068573,0.08677750825881958,-0.2004547417163849,0.09365582466125488,-0.2610752284526825,0.10034215450286865,-0.21924591064453125,0.10466676950454712,-0.1640969216823578,0.03170102834701538,-0.1941312551498413,0.044044435024261475,-0.2594437897205353,0.05042320489883423,-0.19648799300193787,0.05480700731277466,-0.1313851773738861,-0.023219585418701172,-0.17943847179412842,-0.002977609634399414,-0.23160752654075623,0.006281912326812744,-0.15901285409927368,0.011444151401519775,-0.09702369570732117,-0.07778489589691162,-0.15696746110916138,-0.05007511377334595,-0.20275574922561646,-0.035820603370666504,-0.14832568168640137,-0.031011104583740234,-0.0977712869644165
A,0.0,0.0,-0.11478295922279358,0.016898542642593384,-0.22733820974826813,-0.07560580968856812,-0.2495683878660202,-0.19508591294288635,-0.22857417166233063,-0.27390187978744507,-0.18762163817882538,-0.16477563977241516,-0.20822717249393463,-0.2264253795146942,-0.20850364863872528,-0.2532220184803009,-0.2032274752855301,-0.30311350524425507,-0.10757037997245789,-0.18492615222930908,-0.12040355801582336,-0.24078157544136047,-0.10432499647140503,-0.1629033386707306,-0.08813440799713135,-0.1502709686756134,-0.02760392427444458,-0.18595650792121887,-0.030926674604415894,-0.22865283489227295,-0.027203381061553955,-0.1443389654159546,-0.017962396144866943,-0.1316893994808197,0.055047690868377686,-0.18324893712997437,0.0448133647441864,-0.2160050868988037,0.04185435175895691,-0.14665406942367554,0.047352105379104614,-0.1296844184398651
A,0.0,0.0,0.09735015034675598,-0.06260186433792114,0.16943278908729553,-0.17232882976531982,0.1828160583972931,-0.27172616124153137,0.17636260390281677,-0.356383740901947,0.09729540348052979,-0.2542475461959839,0.1041070818901062,-0.3337666094303131,0.09977591037750244,-0.27574940025806427,0.09931954741477966,-0.20561644434928894,0.02744191884994507,-0.2427113950252533,0.03998801112174988,-0.31280604004859924,0.04187539219856262,-0.22500446438789368,0.04868429899215698,-0.1436384618282318,-0.0417400598526001,-0.21984335780143738,-0.023933053016662598,-0.27013278007507324,-0.012287527322769165,-0.17080676555633545,-0.0019319653511047363,-0.09797319769859314,-0.11492499709129333,-0.1872616708278656,-0.09165056049823761,-0.2262682318687439,-0.06833946704864502,-0.15392246842384338,-0.05280539393424988,-0.10121679306030273
A,0.0,0.0,0.0712532103061676,-0.0014073848724365234,0.14441803097724915,-0.0547860711812973,0.17561563849449158,-0.1174212098121643,0.16716274619102478,-0.17209753394126892,0.12012770771980286,-0.14028821885585785,0.12988391518592834,-0.18198851495981216,0.11717256903648376,-0.13224561512470245,0.11101225018501282,-0.09218430519104004,0.0683613121509552,-0.151762455701828,0.07981511950492859,-0.18193776905536652,0.07104852795600891,-0.12122836709022522,0.06608876585960388,-0.08245748281478882,0.018452852964401245,-0.15204787254333496,0.026370972394943237,-0.17483174055814743,0.021827489137649536,-0.11636883020401001,0.01961377263069153,-0.07975570857524872,-0.028689056634902954,-0.14454098045825958,-0.019570887088775635,-0.165313258767128,-0.021090209484100342,-0.11803928017616272,-0.022535264492034912,-0.08842611312866211
A,0.0,0.0,0.09918799996376038,-0.01876753568649292,0.18788328766822815,-0.12898549437522888,0.21916165947914124,-0.24460670351982117,0.25772204995155334,-0.32190632820129395,0.1573866903781891,-0.24052056670188904,0.19305148720741272,-0.31262941658496857,0.1666945517063141,-0.23083549737930298,0.13984715938568115,-0.15194746851921082,0.10250166058540344,-0.2597419172525406,0.14059603214263916,-0.324608638882637,0.10971313714981079,-0.21742597222328186,0.08672380447387695,-0.12475946545600891,0.0477977991104126,-0.269195020198822,0.08189454674720764,-0.3105613738298416,0.0537223219871521,-0.1953347623348236,0.035448551177978516,-0.1095171868801117,-0.01171085238456726,-0.27209286391735077,0.027640342712402344,-0.3050576001405716,0.013702392578125,-0.21946215629577637,0.0010264813899993896,-0.15605700016021729
A,0.0,0.0,0.09141775965690613,-0.06187939643859863,0.15569815039634705,-0.15769541263580322,0.1722678244113922,-0.23820532858371735,0.1640891134738922,-0.30688780546188354,0.09974727034568787,-0.23393765091896057,0.10570588707923889,-0.29895004630088806,0.11240759491920471,-0.2503146231174469,0.11754032969474792,-0.187360942363739,0.0361117422580719,-0.22610823810100555,0.04771837592124939,-0.294742614030838,0.057157546281814575,-0.22549259662628174,0.06361052393913269,-0.15407565236091614,-0.024554133415222168,-0.209429532289505,-0.009242773056030273,-0.26083551347255707,0.0072810351848602295,-0.18273121118545532,0.017536193132400513,-0.11714276671409607,-0.08156678080558777,-0.18294095993041992,-0.058148086071014404,-0.22736406326293945,-0.04012465476989746,-0.1663634479045868,-0.030599921941757202,-0.11313280463218689
A,0.0,0.0,0.07275059819221497,-0.07068896293640137,0.11937698721885681,-0.17083552479743958,0.10509273409843445,-0.25405511260032654,0.06997469067573547,-0.31801536679267883,0.029544830322265625,-0.23464623093605042,0.01493680477142334,-0.30055728554725647,0.029722213745117188,-0.24557045102119446,0.04634571075439453,-0.18821433186531067,-0.02536514401435852,-0.21057984232902527,-0.03875863552093506,-0.27473610639572144,-0.011546730995178223,-0.20050933957099915,0.01277172565460205,-0.1414240598678589,-0.07641881704330444,-0.17867141962051392,-0.08849817514419556,-0.241438627243042,-0.053855180740356445,-0.16615554690361023,-0.02818000316619873,-0.11039465665817261,-0.1280515193939209,-0.13645297288894653,-0.12897101044654846,-0.19265517592430115,-0.09552371501922607,-0.13965046405792236,-0.07294026017189026,-0.09501421451568604
A,0.0,0.0,0.1325945258140564,-0.07150411605834961,0.22320342063903809,-0.19631895422935486,0.2535899877548218,-0.3260446786880493,0.24420154094696045,-0.4247758090496063,0.162603497505188,-0.255243718624115,0.1821056604385376,-0.3917478322982788,0.1695796251296997,-0.31479156017303467,0.16294515132904053,-0.2266082465648651,0.07203811407089233,-0.2560003399848938,0.0973932147026062,-0.37179726362228394,0.08978360891342163,-0.2757346034049988,0.0848967432975769,-0.18312445282936096,-0.012872487306594849,-0.25578877329826355,0.016729354858398438,-0.31784555315971375,0.015461325645446777,-0.2244645357131958,0.011082947254180908,-0.14869028329849243,-0.09861057996749878,-0.2538212239742279,-0.05726701021194458,-0.2991454303264618,-0.05639106035232544,-0.21997308731079102,-0.05893409252166748,-0.16307616233825684
A,0.0,0.0,0.05111229419708252,-0.025375574827194214,0.08684587478637695,-0.07542616128921509,0.09122821688652039,-0.13197192549705505,0.0983283519744873,-0.1771770715713501,0.06663843989372253,-0.12587985396385193,0.07688385248184204,-0.16249653697013855,0.06885954737663269,-0.12711605429649353,0.06155526638031006,-0.0890498161315918,0.03982061147689819,-0.12971287965774536,0.05306053161621094,-0.17042240500450134,0.04417172074317932,-0.12363091111183167,0.03849393129348755,-0.07866734266281128,0.013399749994277954,-0.12881949543952942,0.023851126432418823,-0.15817603468894958,0.017655014991760254,-0.10668903589248657,0.015061348676681519,-0.0659814178943634,-0.015910029411315918,-0.12259486317634583,-0.0014546513557434082,-0.14950042963027954,-0.002310633659362793,-0.10993584990501404,-0.003870666027069092,-0.07711958885192871
A,0.0,0.0,0.10246652364730835,-0.0783390998840332,0.1681641936302185,-0.19746273756027222,0.18366235494613647,-0.30611753463745117,0.16344845294952393,-0.3906974494457245,0.11024594306945801,-0.26247695088386536,0.10606920719146729,-0.3660738468170166,0.10814535617828369,-0.29968130588531494,0.11505037546157837,-0.2226802408695221,0.03452020883560181,-0.24821880459785461,0.032414913177490234,-0.3477596044540405,0.042740464210510254,-0.26515674591064453,0.05600476264953613,-0.18507331609725952,-0.04042327404022217,-0.22904476523399353,-0.028974056243896484,-0.29238811135292053,-0.012358367443084717,-0.20721575617790222,-0.0002651214599609375,-0.14007407426834106,-0.11651122570037842,-0.20387157797813416,-0.08965358138084412,-0.25644978880882263,-0.07527601718902588,-0.18600794672966003,-0.06754422187805176,-0.13115891814231873
A,0.0,0.0,0.08366948366165161,-0.020706981420516968,0.16046971082687378,-0.08625893294811249,0.18222588300704956,-0.1612478345632553,0.17368760704994202,-0.22872045636177063,0.11928129196166992,-0.1886468529701233,0.12475672364234924,-0.23686642944812775,0.10528197884559631,-0.1913430169224739,0.09128311276435852,-0.13857658207416534,0.058819860219955444,-0.1940467357635498,0.06322973966598511,-0.23276279866695404,0.046402186155319214,-0.16325964033603668,0.03962463140487671,-0.10218329727649689,0.0002282857894897461,-0.1858687400817871,0.0024282634258270264,-0.22319850325584412,-0.009806126356124878,-0.1507013738155365,-0.015208929777145386,-0.09230569005012512,-0.056072771549224854,-0.16594380140304565,-0.05623716115951538,-0.20721733570098877,-0.05579185485839844,-0.15222841501235962,-0.05223202705383301,-0.1059856116771698
A,0.0,0.0,0.0969628095626831,-0.113483726978302,0.1532840132713318,-0.24931150674819946,0.13730287551879883,-0.3617999851703644,0.10292154550552368,-0.45357778668403625,0.031184375286102295,-0.34228402376174927,0.03796261548995972,-0.4231865406036377,0.07017946243286133,-0.342109739780426,0.09249699115753174,-0.26269304752349854,-0.039644211530685425,-0.31664955615997314,-0.019874751567840576,-0.3939846456050873,0.0226743221282959,-0.2907240688800812,0.050562918186187744,-0.20453250408172607,-0.10966446995735168,-0.28175294399261475,-0.078948974609375,-0.3507491648197174,-0.0337885320186615,-0.2397458255290985,-0.008075952529907227,-0.1524139642715454,-0.182026207447052,-0.2325083315372467,-0.14076632261276245,-0.3016279339790344,-0.0951775312423706,-0.22628307342529297,-0.07149919867515564,-0.157414972782135
A,0.0,0.0,0.11937528848648071,-0.08335095643997192,0.19546306133270264,-0.213871568441391,0.21602219343185425,-0.3272218108177185,0.1986648440361023,-0.4185195565223694,0.10207700729370117,-0.3392055630683899,0.15788716077804565,-0.3882860243320465,0.16238999366760254,-0.2837856709957123,0.15713351964950562,-0.20260325074195862,0.024217069149017334,-0.33413201570510864,0.09225118160247803,-0.3470939099788666,0.09955275058746338,-0.22811654210090637,0.09946084022521973,-0.14582735300064087,-0.049947887659072876,-0.3119572103023529,0.027582883834838867,-0.2974080443382263,0.035677969455718994,-0.185680091381073,0.03429889678955078,-0.11090999841690063,-0.1218719482421875,-0.27992936968803406,-0.044414222240448,-0.27128881216049194,-0.032374799251556396,-0.18409764766693115,-0.03458723425865173,-0.12721455097198486
A,0.0,0.0,0.0943315327167511,-0.04734143614768982,0.16382566094398499,-0.16391977667808533,0.17831286787986755,-0.26705771684646606,0.1572655737400055,-0.3440214693546295,0.09200653433799744,-0.24346452951431274,0.10122016072273254,-0.3209098279476166,0.10205850005149841,-0.2555444538593292,0.10317781567573547,-0.18298161029815674,0.024393588304519653,-0.22663605213165283,0.03120836615562439,-0.3057600259780884,0.039729803800582886,-0.2169368863105774,0.04642561078071594,-0.13549932837486267,-0.03974232077598572,-0.20197919011116028,-0.034098803997039795,-0.2582565248012543,-0.017566204071044922,-0.16684800386428833,-0.007960617542266846,-0.09766757488250732,-0.10566812753677368,-0.17111152410507202,-0.09640249609947205,-0.21754401922225952,-0.08038315176963806,-0.14670684933662415,-0.07125040888786316,-0.09424063563346863
A,0.0,0.0,0.07954555749893188,-0.030325204133987427,0.15704423189163208,-0.09392216801643372,0.1837061047554016,-0.16482990980148315,0.1801963448524475,-0.23042210936546326,0.12188917398452759,-0.16698774695396423,0.12479144334793091,-0.223270446062088,0.10116010904312134,-0.18516841530799866,0.08833152055740356,-0.13623225688934326,0.06869566440582275,-0.16970491409301758,0.06293517351150513,-0.21758967638015747,0.04369401931762695,-0.1580432951450348,0.0424765944480896,-0.10269248485565186,0.019318044185638428,-0.1640295684337616,0.008749842643737793,-0.2000342309474945,-0.0015800893306732178,-0.13694167137145996,0.0028810203075408936,-0.08600938320159912,-0.02758696675300598,-0.15103644132614136,-0.03551211953163147,-0.18076366186141968,-0.03826040029525757,-0.12772172689437866,-0.030850529670715332,-0.08531606197357178
A,0.0,0.0,-0.1565760374069214,-0.06300657987594604,-0.2645839750766754,-0.20641958713531494,-0.2949848473072052,-0.33331388235092163,-0.3146704286336899,-0.4439460039138794,-0.1922568678855896,-0.37970206141471863,-0.21971046924591064,-0.4789798855781555,-0.21143639087677002,-0.35834842920303345,-0.191693514585495,-0.27846860885620117,-0.08897745609283447,-0.39275994896888733,-0.11139386892318726,-0.49198615550994873,-0.1146475076675415,-0.3451760411262512,-0.10413408279418945,-0.2889849543571472,0.021373629570007324,-0.38462820649147034,0.008140027523040771,-0.477277010679245,-0.010024428367614746,-0.3458772599697113,-0.009806632995605469,-0.2949711084365845,0.13938015699386597,-0.3606293797492981,0.12723886966705322,-0.46508175134658813,0.09415990114212036,-0.3793400526046753,0.080599844455719,-0.32593780755996704
A,0.0,0.0,0.07247728109359741,-0.07084661722183228,0.11586833000183105,-0.17617619037628174,0.0984845757484436,-0.2613281309604645,0.06408286094665527,-0.3279975652694702,0.023501962423324585,-0.23924469947814941,0.009090453386306763,-0.307810515165329,0.025986522436141968,-0.2490900456905365,0.04389277100563049,-0.19005221128463745,-0.03264167904853821,-0.2141703963279724,-0.04564774036407471,-0.2808452248573303,-0.015803158283233643,-0.20389530062675476,0.011210113763809204,-0.14314764738082886,-0.08457091450691223,-0.1803918480873108,-0.09544607996940613,-0.24385538697242737,-0.05892714858055115,-0.16602292656898499,-0.031825482845306396,-0.1092679500579834,-0.13545095920562744,-0.1369650959968567,-0.13595756888389587,-0.19540715217590332,-0.10204094648361206,-0.14053088426589966,-0.079734206199646,-0.09433794021606445
A,0.0,0.0,0.07991838455200195,-0.05093464255332947,0.13848280906677246,-0.13122281432151794,0.15791594982147217,-0.20163416862487793,0.15501320362091064,-0.2646617591381073,0.0921403169631958,-0.2024374008178711,0.10487878322601318,-0.26111751794815063,0.11389130353927612,-0.2229471206665039,0.11822092533111572,-0.17163237929344177,0.039595186710357666,-0.19919851422309875,0.05708158016204834,-0.2634054720401764,0.06507951021194458,-0.2056540548801422,0.06993848085403442,-0.14458274841308594,-0.014204025268554688,-0.1896008849143982,0.01245814561843872,-0.23759725689888,0.018711090087890625,-0.1668047308921814,0.021250784397125244,-0.10680311918258667,-0.06821376085281372,-0.17210137844085693,-0.033630430698394775,-0.21750065684318542,-0.022750675678253174,-0.16549649834632874,-0.02155357599258423,-0.1155441403388977
A,0.0,0.0,0.09968706965446472,-0.04819369316101074,0.16866770386695862,-0.1579764485359192,0.18076351284980774,-0.26203857362270355,0.1687135398387909,-0.34252694249153137,0.10406717658042908,-0.23779010772705078,0.11520835757255554,-0.31173235177993774,0.11456641554832458,-0.24432015419006348,0.11830070614814758,-0.17024832963943481,0.03397279977798462,-0.22684723138809204,0.05025768280029297,-0.2989438772201538,0.055551677942276,-0.21162310242652893,0.06385540962219238,-0.13002371788024902,-0.03169122338294983,-0.206601083278656,-0.01450154185295105,-0.2547457218170166,-0.0017250776290893555,-0.15708225965499878,0.009702205657958984,-0.08502310514450073,-0.09855195879936218,-0.17860430479049683,-0.07789972424507141,-0.21620404720306396,-0.06478193402290344,-0.13790586590766907,-0.05439528822898865,-0.08059000968933105
